timestep,Area,Mass,Rac_Max_Min
100,1.1146218661170713,2.0035949681400007,0.06390206784811259
101,1.1157891476352548,2.003652846314114,0.06401962118437399
102,1.116951918383301,2.0037108178596,0.06414669055152133
103,1.1181101732613896,2.003768876309894,0.06428320466888438
104,1.119263906680103,2.0038270152562543,0.06442909907639915
105,1.1204131125498906,2.003885228345488,0.06458431593183644
106,1.1215577842703313,2.0039435092774935,0.06474880381838943
107,1.1226979147194152,2.004001851803352,0.06492251756129352
108,1.1238334962426881,2.0040602497224183,0.06510541805379089
109,1.1249645206423542,2.0041186968807865,0.06529747209161285
110,1.1260909791662994,2.0041771871685734,0.06549865221592643
111,1.1272128624970772,2.0042357145181744,0.06570893656397025
112,1.1283301607408731,2.0042942729017685,0.06592830872752264
113,1.129442863416384,2.004352856329387,0.06615675761845963
114,1.1305509594437486,2.004411458846686,0.06639427734125225
115,1.1316544371334256,2.0044700745330704,0.0666408670722698
116,1.1327532841751038,2.0045286974996297,0.06689653094516301
117,1.1338474876266225,2.004587321886894,0.06716127794260052
118,1.1349370339029488,2.0046459418633464,0.06743512179362665
119,1.1360219087651915,2.0047045516230098,0.06771808087670039
120,1.137102097309713,2.0047631453840156,0.06801017812803223
121,1.1381775839573016,2.0048217173863954,0.06831144095497255
122,1.1392483524424826,2.004880261890452,0.06862190115454792
123,1.1403143858029656,2.0049387731750103,0.06894159483637563
124,1.141375666369208,2.0049972455355194,0.06927056235032891
125,1.1424321757542262,2.005055673282705,0.0696088482185322
126,1.1434838948435235,2.005114050740651,0.0699565010714771
127,1.1445308037853392,2.00517237224524,0.07031357358818013
128,1.145572881981072,2.005230632142922,0.07068012244027932
129,1.1466101080760662,2.005288824788763,0.07105620823976344
130,1.1476424599506423,2.0053469445456162,0.07144189549051916
131,1.1486699147115282,2.005404985782127,0.07183725254321005
132,1.1496924486836544,2.00546294287202,0.07224235155362346
133,1.1507100374023418,2.005520810192634,0.07265726844441178
134,1.1517226556059819,2.005578582123745,0.07308208286987572
135,1.1527302772292012,2.005636253046557,0.07351687818413111
136,1.1537328753964848,2.0056938173426935,0.07396174141216538
137,1.1547304224164825,2.0057512693932367,0.07441676322391944
138,1.1557228897768377,2.0058086035778504,0.07488203791153314
139,1.1567102481397025,2.0058658142743133,0.07535766336926675
140,1.1576924673379465,2.0059228958576005,0.07584374107656577
141,1.158669516372141,2.0059798426995057,0.0763403760837793
142,1.1596413634082798,2.006036649167954,0.07684878562662889
143,1.1606079757763874,2.006093309626968,0.07737102185188416
144,1.1615693199700348,2.0061498184363726,0.07790413699095833
145,1.1625253616467375,2.0062061699513745,0.07844824945634055
146,1.163476065629452,2.006262358523077,0.07900348116035816
147,1.1644213959090128,2.0063183784982668,0.07956995751742624
148,1.165361315647779,2.0063742242198486,0.0801478074492068
149,1.1662957871843849,2.006429890027258,0.08073716339276493
150,1.167224772039765,2.0064853702569208,0.0813381613118056
151,1.1681482309243911,2.006540659243073,0.08195094071109232
152,1.1690661237469195,2.006595751318646,0.08257564465419498
153,1.1699784096242092,2.0066506408161064,0.08321241978437621
154,1.1708850468927796,2.0067053220690263,0.08386141634904254
155,1.1717859931218284,2.00675978941308,0.08452278822771997
156,1.1726812051277624,2.006814037187652,0.08519669296366295
157,1.1735706389904266,2.006868059737769,0.08588329179920762
158,1.1744542500709818,2.006921851415926,0.08658274971503532
159,1.1753319930315305,2.0069754065843664,0.08729523547348772
160,1.1762038218565547,2.007028719616836,0.08802092166611208
161,1.177069689876217,2.0070817849018585,0.08875998476536817
162,1.1779295497915194,2.007134596844998,0.08951260518110904
163,1.1787833537014805,2.0071871498720655,0.09027896732136176
164,1.1796310531322445,2.0072394384319727,0.09105925965817163
165,1.180472599068281,2.0072914570006026,0.09185367479837137
166,1.1813079419856467,2.007343200084153,0.09266240955942995
167,1.1821370318873443,2.00739466222285,0.09348566505071032
168,1.1829598183408614,2.0074458379954634,0.09432364676015381
169,1.1837762505178433,2.0074967220234794,0.09517656464666069
170,1.1845862772360212,2.0075473089754357,0.09604463323840129
171,1.1853898470032689,2.0075975935721644,0.09692807173698714
172,1.18618690806392,2.0076475705915318,0.09782710412788798
173,1.1869774084473617,2.0076972348739957,0.09874195929729668
174,1.1877612960187238,2.0077465813280435,0.09967287115533874
175,1.1885385185319117,2.0077956049360526,0.10062007876601387
176,1.1893090236847257,2.0078443007603206,0.1015838264839346
177,1.190072759176223,2.007892663949462,0.1025643640979721
178,1.1908296727661807,2.007940689744928,0.10356194698195575
179,1.1915797123366392,2.007988373487427,0.10457683625249259
180,1.1923228259555374,2.008035710624651,0.10560929893410265
181,1.1930589619422758,2.008082696717789,0.10665960813163333
182,1.193788068935258,2.008129327449571,0.10772804321005758
183,1.1945100959612116,2.0081755986315013,0.10881613989006977
184,1.1952249925063467,2.008221506211967,0.1099367920207579
185,1.1959327085890814,2.008267046284135,0.11108483435447769
186,1.1966331948344429,2.008312215094549,0.11225267801605465
187,1.197326402549824,2.008357009051337,0.11344064792001851
188,1.1980122838021396,2.008401424732544,0.11464907664580881
189,1.1986907914961535,2.008445458895685,0.11587830467165072
190,1.1993618794539231,2.00848910848593,0.11712868061581116
191,1.2000255024951165,2.0085323706453067,0.11840056148517486
192,1.2006816165182026,2.0085752427220602,0.11969431293079413
193,1.2013301785821686,2.008617722279863,0.12101030951033942
194,1.2019711469888261,2.0086598071069246,0.12234893495707144
195,1.2026044813653591,2.0087014952255626,0.12371058245507704
196,1.2032301427470309,2.0087427849018753,0.12509565492037056
197,1.2038480936598845,2.0087836746547496,0.12650456528741993
198,1.2044582982032497,2.0088241632656683,0.1279377368007344
199,1.2050607221318659,2.008864249788286,0.12939560331080147
200,1.2056553329374988,2.008903933557746,0.13087860957389363
201,1.2062420999298014,2.0089432142002313,0.1323872115549447
202,1.2068209943163555,2.0089820916424457,0.1339564322983009
203,1.2073919892815825,2.0090205661207428,0.13556087819277818
204,1.2079550600645304,2.0090586381903592,0.13719314485137413
205,1.2085101840352177,2.009096308734954,0.13885374415904317
206,1.2090573407694567,2.009133578975126,0.14054320058584024
207,1.2095965121220147,2.0091704504775634,0.14226205148752258
208,1.2101276822979379,2.00920692516365,0.14401084740137393
209,1.2106508379218615,2.009243005317946,0.14579015233537285
210,1.21116596810529,2.009278693596716,0.14760054404903888
211,1.2116730645115703,2.009313993035901,0.14944261432331984
212,1.2121721214185734,2.009348907058859,0.15131696921766158
213,1.2126631357788533,2.009383439484677,0.15322422931111845
214,1.2131461072772942,2.0094175945347397,0.15516502992505765
215,1.2136210383860064,2.009451376840626,0.15714002132378668
216,1.2140879344165159,2.0094847914506366,0.15914986889013993
217,1.2145468035690492,2.0095178438361305,0.1611952532715517
218,1.214997656978886,2.0095505398983886,0.163276870493125
219,1.2154405087596059,2.0095828859741807,0.16539543203238438
220,1.2158753760433338,2.0096148888417042,0.1675516648513511
221,1.2163022790176519,2.009646555725497,0.1697463113799157
222,1.2167212409592658,2.0096778943017086,0.17198012944506813
223,1.2171322882642983,2.0097089127027448,0.17425389213916875
224,1.2175354504751013,2.0097396195212767,0.17656838762061022
225,1.2179307603034846,2.0097700238143927,0.1789244188390926
226,1.2183182536502855,2.0098001351067873,0.1813228031775631
227,1.2186979696211802,2.009829963393986,0.18377513546835744
228,1.2190699505385467,2.0098595191449835,0.186275565994943
229,1.2194342419493784,2.0098888133045083,0.18882134800612171
230,1.2197908926290066,2.009917857294626,0.1914133611821488
231,1.2201399545805105,2.009946663016576,0.1940524960726523
232,1.2204814830297166,2.0099752428508584,0.19673965297884677
233,1.220815536415571,2.010003609658525,0.19947574067279816
234,1.221142176375688,2.0100317767803606,0.20226468186490631
235,1.2214614677270241,2.010059758036695,0.20512058012707834
236,1.2217734784413268,2.010087567726051,0.20802858360258314
237,1.2220782796152678,2.010115220623691,0.210989625253438
238,1.222375945435113,2.01014273197911,0.21400463667375658
239,1.222666553135588,2.010170117513254,0.21707454544864335
240,1.222950182952963,2.010197393415109,0.2202002722428511
241,1.2232269180720126,2.01022457633766,0.22338272760470246
242,1.223496844566806,2.0102516833930126,0.22662280847117688
243,1.2237600513351223,2.010278732147037,0.22992139436086534
244,1.2240166300264275,2.010305740613278,0.23327934324298027
245,1.2242666749633497,2.0103327272458946,0.23669748707159477
246,1.2245102830564842,2.0103597109320908,0.24017732631301225
247,1.2247475537126549,2.010386710983798,0.24372636632753908
248,1.2249785887366014,2.010413747128158,0.24733805271632192
249,1.2252034922261927,2.0104408394976914,0.25101305729655166
250,1.2254223704612348,2.0104680086188393,0.2547519980737549
251,1.2256353317861535,2.0104952754004715,0.2585554326887861
252,1.2258424864867714,2.0105226611206244,0.2624238515370705
253,1.2260439466613566,2.010550187412587,0.266357670578821
254,1.2262398260865301,2.0105778762501605,0.27035722386536853
255,1.2264302400782034,2.010605749931093,0.2744227558132333
256,1.2266153053481834,2.010633831060371,0.27855441326528074
257,1.2267951398568686,2.010662142531454,0.28275223738623223
258,1.2269698626626684,2.0106907075068117,0.28701615544761727
259,1.2271395937686762,2.01071954939699,0.2913459725664438
260,1.2273044539672504,2.0107486918381343,0.29574136347017543
261,1.2274645646832596,2.0107781586685336,0.30020186436967944
262,1.2276200478164936,2.0108079739033187,0.3047268650302568
263,1.2277710255840526,2.01083816170831,0.3093156011390704
264,1.227917620363398,2.010868746371108,0.313980407329046
265,1.2280599545366284,2.0108997522719183,0.3187094187076611
266,1.228198150336725,2.01093120385196,0.32349898922599696
267,1.2283323296963744,2.010963125580325,0.3283476419985317
268,1.2284626140999002,2.010995541919102,0.3332554995906736
269,1.2285891244388538,2.0110284772865805,0.3382277239240544
270,1.2287119808717908,2.011061956019226,0.343253511993611
271,1.228831302688609,2.0110960023309516,0.3483424207662077
272,1.2289472081798087,2.011130640271763,0.35348044519983923
273,1.2290598145110654,2.0111658936832786,0.3586647662873592
274,1.2291692376032477,2.0112017861535305,0.3638925365797757
275,1.2292755920181464,2.011238340969755,0.3691607266676826
276,1.2293789908500268,2.0112755810693566,0.3744661320295519
277,1.22947954562306,2.0113135289893163,0.3798053815129523
278,1.2295773661946936,2.0113522068151526,0.3851749474313908
279,1.2296725606649095,2.0113916361267545,0.3905711572310586
280,1.2297652352914072,2.0114318379449547,0.39599020665452
281,1.229855494410467,2.0114728326759668,0.401428174300139
282,1.229943440363603,2.011514640055492,0.4068810374495816
283,1.230029173429736,2.0115572790923784,0.4123446890101343
284,1.2301127917627857,2.0116007680117174,0.4178149553965911
285,1.230194391334664,2.011645124198205,0.4232876151577706
286,1.2302740658833375,2.0116903641397803,0.42875841813777826
287,1.2303519068660729,2.0117365033712504,0.43422310495113925
288,1.2304280034175332,2.0117835564195565,0.43967742654480657
289,1.2305024423127735,2.0118315367495065,0.4451171636193373
290,1.2305753079349835,2.0118804567114696,0.45053814568504824
291,1.2306466822478443,2.0119303274904676,0.4559362695383552
292,1.2307166447725633,2.0119811590576835,0.46130751695621286
293,1.230785272569369,2.012032960124227,0.466647971424377
294,1.2308526402234847,2.0120857380971944,0.4719538337356918
295,1.23091881983559,2.0121394990398542,0.4772214363181563
296,1.2309838810165583,2.012194247634311,0.48244725617775286
297,1.2310478908866016,2.01224998714787,0.48762792636793106
298,1.231110914078644,2.0123067194035853,0.49276024592372625
299,1.2311730127458824,2.0123644447549176,0.4978411882263225
300,1.231234246573562,2.0124231620645743,0.5028679077879237
301,1.2312946727947045,2.0124828686883416,0.5078377454720556
302,1.2313543462099037,2.0125435604633832,0.5127482321853853
303,1.231413319210899,2.012605231702029,0.5175970910969999
304,1.2314716418079423,2.0126678751900333,0.5223822384578627
305,1.231529361660712,2.01273148219103,0.527101783106707
306,1.2315865241127018,2.0127960424552707,0.5317540247602349
307,1.2316431722289034,2.012861544234909,0.5363374511931591
308,1.231699346836523,2.0129279743037034,0.5408507344193794
309,1.2317550865686566,2.012995317982854,0.5452927259887604
310,1.231810427910617,2.0130635591715427,0.5496624515142912
311,1.2318654052487892,2.013132680383294,0.5539591045432778
312,1.231920050921666,2.0132026627870503,0.5581820398832457
313,1.2319743952729965,2.013273486253082,0.5623307664886631
314,1.2320284667066494,2.0133451294039677,0.5664049400085376
315,1.2320822917430838,2.0134175696693695,0.5704043550890776
316,1.2321358950771155,2.0134907833456817,0.5743289375176797
317,1.2321892996367765,2.013564745658833,0.5781787362872725
318,1.232242526643067,2.0136394308306396,0.5819539156519719
319,1.2322955956702681,2.0137148121487236,0.5856547472372216
320,1.232348524706755,2.0137908620384763,0.5892816022597597
321,1.2324013302159451,2.0138675521377527,0.5928349439055253
322,1.2324540271972866,2.013944853373204,0.5963153199054624
323,1.2325066292470772,2.014022736038119,0.5997276882936906
324,1.2325591486188778,2.014101169871511,0.6030696560173583
325,1.2326115962834028,2.014180124137328,0.6063405528759952
326,1.232663981987753,2.0142595677048507,0.609541196739225
327,1.232716314313782,2.0143394691276795,0.6126724570265263
328,1.2327686007354959,2.014419796723216,0.6157352489732858
329,1.232820847675425,2.0145005186503013,0.6187305282165741
330,1.23287306055973,2.014581602986565,0.6216592857009904
331,1.2329252438721148,2.0146630178031977,0.6245225429019386
332,1.2329774012063055,2.0147447312387112,0.6273213473615011
333,1.2330295353171776,2.0148267115696443,0.630056768529296
334,1.2330816481703626,2.014908927279234,0.6327298939001851
335,1.2331337409903362,2.0149913471234893,0.6353418254382385
336,1.2331858143069483,2.0150739401939814,0.6378936762760707
337,1.2332378680003904,2.0151566759778134,0.6403865676773473
338,1.2332899013445673,2.0152395244138894,0.6428216262501549
339,1.233341913048839,2.0153224559464413,0.6451999813982761
340,1.2333939012982131,2.015405441574448,0.6475227629970703
341,1.2334458637918966,2.015488452897313,0.6497910992812211
342,1.2334977977803265,2.0155714621576664,0.6520218377763699
343,1.233549700100647,2.0156544422793203,0.6542011843297278
344,1.2336015672106158,2.0157373669025125,0.6563290698736052
345,1.2336533952210882,2.0158202104147276,0.6584065999718074
346,1.2337051799270107,2.0159029479782498,0.660434871149334
347,1.233756916837013,2.015985555553773,0.6624149697544106
348,1.233808601201631,2.0160680099204087,0.6643479709499004
349,1.2338602280401845,2.0161502886926055,0.6662349378241018
350,1.2339117921663907,2.016232370333357,0.6680769206106454
351,1.2339632882127263,2.0163142341640046,0.6698749560089665
352,1.234014710653589,2.0163958603715693,0.6716300665960445
353,1.2340660538273382,2.0164772300123026,0.6733432603219497
354,1.2341173119571778,2.0165583250129266,0.6750155300811821
355,1.2341684791710346,2.0166391281691762,0.6766478533528743
356,1.2342195495203796,2.016719623141337,0.6782480450607291
357,1.2342705169980726,2.016799794448364,0.6798110452542084
358,1.2343213755552933,2.016879627458816,0.6813367198114746
359,1.2343721191174994,2.0169591083807514,0.682825985168103
360,1.2344227415996167,2.017038224248663,0.6842797415033496
361,1.2344732369202744,2.0171169629101553,0.6856988726577185
362,1.234523599015316,2.0171953130101064,0.6870842460846336
363,1.234573821850504,2.017273263973635,0.6884367128324909
364,1.2346238994334437,2.0173508059880167,0.6897571075538093
365,1.2346738258247962,2.0174279299837963,0.6910462485389978
366,1.2347235951487932,2.0175046276144886,0.6923049377715129
367,1.2347732016030295,2.0175808912361815,0.6935339610025258
368,1.234822639467592,2.017656713885659,0.6947340878428597
369,1.2348719031135578,2.0177320892589106,0.6959060718701998
370,1.2349209870108293,2.017807011688498,0.6970506507501522
371,1.2349698857353368,2.017881476121102,0.6981685463694113
372,1.2350185939756837,2.017955478094644,0.6992604649799055
373,1.2350671065391374,2.0180290137155024,0.7003270973526129
374,1.2351154183570794,2.018102079635302,0.7013691189401748
375,1.235163524489884,2.0181746730282817,0.7023871900471179
376,1.2352114201312494,2.01824679156863,0.7033819560071072
377,1.235259100611997,2.0183184334077358,0.7043540473665484
378,1.2353065614033365,2.0183895971518004,0.7053040800733988
379,1.2353537981196723,2.0184602818403943,0.7062326556712829
380,1.2354008065208746,2.018530486924232,0.7071403614978065
381,1.2354475825141018,2.018600212244537,0.7080277708869862
382,1.2354941221552331,2.0186694580116926,0.7088954433749729
383,1.2355404216497536,2.0187382247853045,0.7097439249091657
384,1.235586477353347,2.0188065134545465,0.710573748059723
385,1.2356322857720126,2.018874325218327,0.7113854322336521
386,1.235677843561877,2.0189416615672338,0.7121794838908668
387,1.2357231475286097,2.0190085242647937,0.7129563967620008
388,1.2357681946265404,2.019074915330188,0.7137166520675898
389,1.2358129819574555,2.019140837021167,0.7144607187384417
390,1.23585750676911,2.019206291817671,0.7151890536368365
391,1.2359017664534997,2.019271282405867,0.715902101778439
392,1.2359457585448532,2.0193358116630615,0.7166002965543642
393,1.2359894807174263,2.019399882642952,0.7172840599535577
394,1.2360329307831062,2.0194634985617093,0.7179538027849578
395,1.2360761066888069,2.0195266627843584,0.7186099248992318
396,1.2361190065137464,2.0195893788118418,0.7192528154100861
397,1.2361616284665162,2.0196516502687514,0.7198828529146118
398,1.2362039708821289,2.019713480891741,0.720500405712814
399,1.2362460322188653,2.0197748745179847,0.7211058320257884
400,1.2362878110550846,2.019835835074851,0.7216994802125961
401,1.2363293060859895,2.0198963665694945,0.7222816889855668
402,1.2363705161202483,2.019956473079223,0.7228527876238547
403,1.236411440076705,2.02001615874237,0.7234130961851117
404,1.2364520769809435,2.020075427749725,0.7239629257150595
405,1.2364924259619203,2.0201342843361436,0.72450257845504
406,1.236532486248563,2.0201927327730846,0.7250323480468839
407,1.2365722571663924,2.0202507773610803,0.7255525197358315
408,1.23661173813416,2.020308422422793,0.7260633705703708
409,1.2366509286605192,2.0203656722965957,0.7265651695998189
410,1.2366898283407413,2.020422531330797,0.7270581780688685
411,1.2367284368534872,2.0204790038773113,0.7275426496094035
412,1.2367667539575915,2.0205350942869367,0.7280208681716459
413,1.2368047794889705,2.0205908069039276,0.7285001175221126
414,1.2368425133575578,2.0206461460614458,0.7289711292191974
415,1.23687995554431,2.0207011160773694,0.7294341430373917
416,1.2369171060983015,2.0207557212499716,0.7298893915755148
417,1.2369539651338932,2.020809965854422,0.7303371004430868
418,1.2369905328279756,2.0208638541391237,0.7307774884431104
419,1.237026809417323,2.0209173903227025,0.7312107677515066
420,1.2370627951959625,2.0209705785909664,0.7316371440933063
421,1.2370984905127347,2.021023423093995,0.7320568169150118
422,1.2371338957688496,2.02107592794404,0.7324699795539729
423,1.2371690114155598,2.02112809721292,0.7328768194039125
424,1.2372038379519399,2.021179934930288,0.7332775180771663
425,1.2372383759227192,2.0212314450814572,0.7336722515634916
426,1.2372726259162197,2.021282631606049,0.7340611903853971
427,1.237306588562382,2.0213334983962743,0.7344444997499999
428,1.2373402645308427,2.0213840492955275,0.7348223396977056
429,1.237373654529131,2.021434288097608,0.7351948652472671
430,1.237406759300924,2.0214842185453215,0.7355622265376972
431,1.237439579624365,2.0215338443297637,0.7359245689668266
432,1.237472116310494,2.021583169089619,0.7362820333266785
433,1.2375043702017077,2.021632196410419,0.7366347559354858
434,1.2375363421703125,2.0216809298241722,0.7369828687667387
435,1.2375680331171544,2.021729372808808,0.7373264995749715
436,1.2375994439702795,2.0217775287880015,0.7376657720185613
437,1.2376305756836843,2.0218254011311223,0.7380008057795112
438,1.2376614292361217,2.021872993152811,0.7383317166801154
439,1.2376920056299425,2.0219203081131147,0.7386586167969998
440,1.2377223058900189,2.021967349217746,0.7389816145719859
441,1.2377523310627068,2.0220141196178276,0.7393008149204082
442,1.2377820822148387,2.0220606224105606,0.7396163193364405
443,1.2378115604328224,2.0221068606388357,0.7399282259959125
444,1.2378407668216767,2.0221528372922153,0.7402366298563524
445,1.237869702504239,2.02219855530686,0.740541622754472
446,1.2378983686203122,2.0222440175662304,0.7408432935011346
447,1.2379267663258702,2.022289226901441,0.7411417279738077
448,1.237954896792369,2.0223341860917468,0.7414370092065031
449,1.23798276120598,2.02237889786513,0.741729217477518
450,1.2380103607669168,2.0224233648988617,0.7420184303946096
451,1.2380376966888211,2.022467589820019,0.7423047229780563
452,1.238064770198096,2.022511575206288,0.7425881677413941
453,1.238091582533329,2.022555323586484,0.7428688347700116
454,1.2381181349447443,2.0225988374414046,0.7431467917976428
455,1.2381444286935976,2.0226421192042556,0.7434221042805463
456,1.238170465051703,2.0226851712617284,0.7436948354700258
457,1.2381962453009137,2.02272799595427,0.7439650464826587
458,1.2382217707326193,2.022770595577416,0.7442327963686184
459,1.2382470426473071,2.0228129723819293,0.744498142178156
460,1.2382720623540946,2.022855128574993,0.7447611390262691
461,1.2382968311703066,2.0228970663208026,0.7450218401553692
462,1.2383213504210657,2.0229387877414577,0.7452802969964105
463,1.2383456214388635,2.022980294917646,0.7455365592280363
464,1.238369645563219,2.0230215898894053,0.7457906748342773
465,1.2383934241402592,2.023062674656875,0.7460426901603725
466,1.2384169585223934,2.02310355118125,0.7462926499671947
467,1.238440250067943,2.023144221385306,0.7465405974838685
468,1.2384633001408016,2.02318468715443,0.7467865744590543
469,1.238486110110135,2.0232249503373594,0.7470306212106681
470,1.238508681350028,2.0232650127466227,0.7472727766740338
471,1.2385310152391962,2.02330487615981,0.74751307844881
472,1.2385531131606815,2.0233445423198653,0.7477515628442887
473,1.2385749765015597,2.023384012936113,0.747988264923552
474,1.2385966066526615,2.023423289684932,0.748223218546215
475,1.2386180050082978,2.02346237421054,0.7484564564097963
476,1.238639172965983,2.0235012681256053,0.7486880100899796
477,1.238660111926167,2.0235399730119727,0.7489179100795619
478,1.238680823292001,2.023578490421355,0.7491461858261929
479,1.2387013084690592,2.0236168218762645,0.7493728657690272
480,1.2387215688651214,2.0236549688704506,0.7495983521765592
481,1.238741605889907,2.0236929328695554,0.7498226067196585
482,1.2387614209548672,2.023730715311975,0.7500453372295173
483,1.2387810154729286,2.023768317609292,0.7502665685169045
484,1.2388003908582887,2.023805741147178,0.7504863245511844
485,1.2388195485261708,2.0238429872856565,0.750704628490444
486,1.2388384898926414,2.0238800573601923,0.7509215027107143
487,1.2388572163743556,2.023916952681892,0.7511369688342193
488,1.2388757293883792,2.023953674538322,0.7513510477567157
489,1.238894030351976,2.0239902241941015,0.7515637596739506
490,1.238912120682397,2.024026602891216,0.7517751241072879
491,1.238930001796667,2.0240628118499084,0.7519851599284056
492,1.2389476751114405,2.02409885226898,0.752193885383282
